q_id,question
126,At what age is The Game of Life appropriate for players?
127,What is the objective of the game Sorry!?
127,How many players can participate in Sorry! at once?
127,What age group is Sorry! suitable for?
127,How long does a typical game of Sorry! last?
127,What materials do I need to play Sorry!?
128,What is the main objective of Candy Land?
128,How many players can play Candy Land at once?
128,What age range is Candy Land suitable for?
128,How long does a typical game of Candy Land last?
128,What skills does Candy Land help develop in young children?
129,What are the main objectives of the game Guess Who? and how does a player win?
129,How many players can participate in a game of Guess Who? and what is the age range suitable for this game?
129,Can you explain the type of questions players are allowed to ask during the game and how they help in guessing the character?
129,"What equipment is needed to play Guess Who?, and how long does it take to set up the game?"
129,"What skills does playing Guess Who? help develop, and how intense is the physical activity involved in the game?"
130,What is the main objective of the game Stratego?
130,How many players can participate in a game of Stratego?
130,What skills can players develop while playing Stratego?
130,How long does a typical game of Stratego last?
130,What is the recommended age range for players of Stratego?
131,What is the primary objective of the game Trouble?
131,How many players can participate in a game of Trouble?
131,What age group is Trouble suitable for?
131,What type of die roller is used in Trouble?
131,How long does a typical game of Trouble last?
132,What is the main objective of Othello and how do players achieve it during the game?
132,Can you explain the recommended age range for players of Othello and the typical duration of a game session?
132,"What types of skills can players develop by playing Othello, and how do these skills benefit them?"
132,"How many players can participate in a game of Othello, and what equipment is necessary to play?"
132,What is the average setup time required before starting a game of Othello on a tabletop?
133,What is the main objective of the game Sequence?
133,How many players can participate in a game of Sequence?
133,What age range is appropriate for playing Sequence?
133,What equipment do I need to play Sequence?
133,How long does a typical game of Sequence last?
134,What is the primary objective of the game Azul and how do players score points?
134,"How long does a typical game of Azul last, and what is the recommended age range for players?"
134,Can you explain the setup process for Azul and how much time it typically takes?
134,"What skills does playing Azul help to develop, particularly in terms of strategy and planning?"
